image194.jpg,3
image190.jpg,8
train_image8.jpg,13
valid_task_image13.jpg,3
image115.jpg,13
valid_task_image1.jpg,29
image118.jpg,24
image109.jpg,6
valid_task_image26.jpg,0
train_task_image108.jpg,1
valid_task_image38.jpg,54
train_image27.jpg,3
valid_task_image17.jpg,0
image188.jpg,2
train_task_image22.jpg,0
train_image33.jpg,0
image105.jpg,63
valid_task_image25.jpg,0
train_image35.jpg,13
valid_task_image20.jpg,1
train_image22.jpg,17
train_image45.jpg,87
image181.jpg,28
train_image60.jpg,15
valid_task_image24.jpg,0
image1.jpg,0
train_image44.jpg,33
valid_task_image105.jpg,11
train_image15.jpg,49
train_image6.jpg,16
train_image52.jpg,10
train_image59.jpg,6
train_image1.jpg,24
image180.jpg,0
train_image20.jpg,2
train_image30.jpg,6
image102.jpg,3
train_image53.jpg,0
train_image49.jpg,30
image100.jpg,5
train_image58.jpg,20
image183.jpg,18
train_image5.jpg,4
image182.jpg,2
train_image32.jpg,9
train_image26.jpg,0
train_image25.jpg,13
image120.jpg,9
train_task_image104.jpg,10
image129.jpg,1
image186.jpg,19
train_image39.jpg,48
train_task_image10.jpg,0
image107.jpg,0
train_image48.jpg,27
image124.jpg,23
image112.jpg,3
image114.jpg,8
train_image51.jpg,4
train_image55.jpg,20
valid_task_image21.jpg,1
train_image11.jpg,48
valid_task_image14.jpg,14
train_image54.jpg,3
valid_task_image27.jpg,0
train_image3.jpg,9
train_task_image106.jpg,1
image119.jpg,2
image113.jpg,3
train_image41.jpg,0
train_task_image101.jpg,12
image130.jpg,19
train_task_image107.jpg,1
image12.jpg,0
train_image37.jpg,27
train_image47.jpg,27
valid_task_image12.jpg,2
image184.jpg,12
valid_task_image100.jpg,2
train_image17.jpg,47
valid_task_image2.jpg,23
image116.jpg,8
train_image13.jpg,0
valid_task_image34.jpg,3
train_image14.jpg,4
image196.jpg,4
train_image31.jpg,58
train_image38.jpg,42
train_image9.jpg,26
train_image2.jpg,12
train_image50.jpg,10
train_image57.jpg,22
train_image43.jpg,27
image127.jpg,1
valid_task_image18.jpg,0
train_image46.jpg,15
train_image42.jpg,25
image126.jpg,8
image10.jpg,1
train_image34.jpg,26
train_image21.jpg,45
train_task_image35.jpg,3
image193.jpg,0
valid_task_image35.jpg,3
valid_task_image37.jpg,66
image132.jpg,0
train_task_image15.jpg,2
image123.jpg,13
train_image10.jpg,57
train_image19.jpg,41
valid_task_image39.jpg,54
image187.jpg,0
train_image12.jpg,17
valid_task_image103.jpg,19
image103.jpg,0
train_image16.jpg,15
train_image28.jpg,49
image192.jpg,4
image122.jpg,0
train_image7.jpg,4
train_image56.jpg,8
train_task_image19.jpg,2
train_task_image23.jpg,2
valid_task_image16.jpg,0
valid_task_image102.jpg,35
image191.jpg,0
image128.jpg,29
train_image18.jpg,54
valid_task_image36.jpg,66
image110.jpg,14
train_image29.jpg,4
train_image24.jpg,41
train_image40.jpg,11
image108.jpg,0
valid_task_image11.jpg,0
train_image23.jpg,57
train_image4.jpg,11
train_image36.jpg,38
image189.jpg,16
